const,IDL,Log_Personal,Log_Capital,Prop_Calificado,Edad_Empresa,Margen_ValAg,Apalancamiento,Pct_Capital_Ext,Pct_Servicios,tic4_4c,tic7_4,tic3_1,MacroSector_2.0,MacroSector_3.0,MacroSector_4.0,MacroSector_5.0,Region_2.0,Region_3.0,Region_4.0
1.0,-0.6269933347860899,3.295836866004329,11.10646563151758,0.11538461538461539,7,0.46974246099161954,0.9041270882613838,0.0,3.575803021286702e-05,1.0,2.0,2.0,0,1,0,0,0,0,0
1.0,-0.48464339186362393,3.9512437185814275,9.913155374063882,0.49019607843137253,43,0.47030209168679155,0.5683346636138186,0.0,0.2072221605725114,2.0,2.0,2.0,0,0,0,1,0,0,0
1.0,-0.31252382041819143,4.836281906951478,11.874079721791219,0.2,39,0.3053972767251708,0.7194774988383071,0.0,46.04843097136317,1.0,2.0,2.0,0,0,1,0,0,0,0
1.0,-0.29509876653087946,3.258096538021482,11.492622752652375,0.08,28,0.6904398452765482,0.9346127940630192,0.0,0.0,1.0,2.0,1.0,0,1,0,0,0,0,0
1.0,-0.4547262992398865,3.091042453358316,10.396576812811821,0.19047619047619047,24,0.6107048502417425,3.0841155607388977,0.0,0.0,1.0,2.0,1.0,0,1,0,0,1,0,0
1.0,0.20969663604482913,3.091042453358316,13.308400325164666,0.2857142857142857,29,0.2003470604386461,0.4135290285034728,0.0,0.0,2.0,2.0,1.0,0,1,0,0,1,0,0
1.0,-0.2284141375862949,2.9444389791664403,10.672328253159666,0.3888888888888889,7,0.718688252744472,8.230997544414928,0.0,0.0,2.0,2.0,2.0,0,1,0,0,1,0,0
1.0,-0.6182025787963028,3.7376696182833684,10.704837607860318,0.024390243902439025,24,0.36726183604383983,0.7085124616388161,0.0,0.0,1.0,2.0,2.0,0,1,0,0,1,0,0
1.0,-0.3302834737129229,3.8066624897703196,11.61922360909888,0.06818181818181818,24,0.7629227713153078,0.8619547307400472,0.0,0.0,1.0,2.0,2.0,0,1,0,0,1,0,0
1.0,-0.37726616096490384,1.9459101490553132,12.784251731018324,0.0,24,0.740248181134329,0.40318256883778697,0.0,0.0,1.0,2.0,2.0,0,1,0,0,1,0,0
1.0,-0.5892672392253053,4.624972813284271,11.101508122957188,0.10891089108910891,19,0.7616351403359705,0.7726385880271132,0.0,0.0,1.0,2.0,1.0,0,1,0,0,1,0,0
1.0,-0.29588573710627586,3.4657359027997265,12.652975713251848,0.0967741935483871,21,0.3962599707497866,0.6709549284784202,0.0,0.0,1.0,2.0,2.0,0,1,0,0,1,0,0
1.0,-0.5890320398857225,3.2188758248682006,12.086904041041478,0.2916666666666667,25,0.49094171945490067,0.9362863449616088,0.0,0.0,1.0,2.0,2.0,0,1,0,0,1,0,0
1.0,-0.5880516827666641,4.442651256490317,11.541505517472455,0.44047619047619047,79,0.48230457431827883,0.19620355385787994,0.0,0.10850929168222527,1.0,2.0,2.0,0,1,0,0,1,0,0
